id,BidPrice,AcceptedBid,ExpectedRevenue,ExpectedConversion,Bid identifier
59509595,50,1,428.86,0.241,103.35526
59509667,,0,82.08,0.526,43.17408
59509733,,0,-80.88,0.257,-20.78616
59509785,,0,-58.56,0.246,-14.40576
59509810,,0,-82.88,0.252,-20.88576
59509852,,0,-30.4,0.366,-11.1264
59509858,75,1,629.44,0.244,153.58336
59509872,,0,-45.2,0.388,-17.5376
59509899,75,1,739.56,0.266,196.72296
59509916,,0,-107.76,0.584,-62.93184
59509989,,0,11.52,0.396,4.56192
59510043,35,1,311.99,0.448,139.77152
59510071,,0,-46.32,0.335,-15.5172
59510086,75,1,444.87,0.52,231.3324
59510101,,0,-113.2,0.26,-29.432
59510163,,0,-98.32,0.213,-20.94216
59510199,75,1,508,0.298,151.384
59510254,75,1,820,0.357,292.74
59510333,,0,-66.08,0.528,-34.89024
59510357,,0,60.56,0.432,26.16192
59510404,,0,13.2,0.38,5.016
59510426,3,0,174.32,0.231,40.26792
59510433,3,0,249.52,0.095,23.7044
59510468,35,1,159.6,0.39,62.244
59510488,,0,-125.12,0.378,-47.29536
59510490,,0,46.64,0.262,12.21968
59510511,,0,-122.48,0.167,-20.45416
59510533,,0,95.44,0.297,28.34568
59510554,,0,40.24,0.249,10.01976
59510558,,0,-126.88,0.451,-57.22288
59510556,35,0,375.58,0.292,109.66936
59510574,35,1,281.46,0.294,82.74924
59510612,75,1,541.91,0.6,325.146
59510616,3,0,146.96,0.273,40.12008
59510624,35,1,135.04,0.429,57.93216
59510638,,0,-123.84,0.601,-74.42784
59510655,75,1,716.86,0.551,394.98986
59510661,,0,-118.48,0.4,-47.392
59510710,,0,-98.8,0.331,-32.7028
59510734,,0,-41.12,0.273,-11.22576
59510728,35,1,343.34,0.337,115.70558
59510774,,0,-83.28,0.473,-39.39144
59510792,,0,-119.2,0.239,-28.4888
59510814,,0,-108.16,0.431,-46.61696
59510832,35,1,217.04,0.357,77.48328
59510876,,0,72,0.25,18
59510911,,0,-79.12,0.246,-19.46352
59510926,,0,-75.28,0.242,-18.21776
59510942,,0,14.72,0.286,4.20992
59510941,,0,167.2,0.205,34.276
59511045,75,1,447.58,0.285,127.5603
59511069,,0,47.12,0.237,11.16744
59511117,75,1,706.87,0.635,448.86245
59511135,,0,-99.2,0.33,-32.736
59511132,,0,-104.16,0.265,-27.6024
59511126,35,1,189.92,0.435,82.6152
59511142,,0,-118.56,0.508,-60.22848
59511145,,0,-8,0.35,-2.8
59511158,,0,285.74,0.186,53.14764
59511182,,0,59.2,0.405,23.976
59511177,35,1,222.64,0.408,90.83712
59511195,35,0,387.26,0.28,108.4328
59511207,,0,-79.28,0.368,-29.17504
59511237,35,1,313.92,0.221,69.37632
59511259,3,0,234.4,0.179,41.9576
59511263,35,1,364.77,0.337,122.92749
59511274,,0,-24.8,0.432,-10.7136
59511299,,0,155.04,0.362,56.12448
59511349,,0,-77.04,0.334,-25.73136
59511370,,0,48,0.234,11.232
59511389,,0,111.6,0.427,47.6532
59511395,,0,41.44,0.337,13.96528
59511414,,0,59.04,0.244,14.40576
59511422,,0,22.4,0.255,5.712
59511444,,0,33.2,0.334,11.0888
59511458,,0,-14.8,0.521,-7.7108
59511457,3,0,110.72,0.384,42.51648
59511617,,0,-92.88,0.444,-41.23872
59511694,,0,-73.04,0.656,-47.91424
59511714,,0,93.52,0.192,17.95584
59511768,75,1,506.3,0.282,142.7766
59511796,35,1,379.04,0.3,113.712
59511814,35,1,129.92,0.611,79.38112
59511863,,0,-68.56,0.634,-43.46704
59511862,75,1,452.13,0.342,154.62846
59511880,,0,124,0.154,19.096
59511890,75,1,521.04,0.301,156.83304
59511902,,0,36.48,0.378,13.78944
59511972,75,1,529.44,0.468,247.77792
59512013,35,1,256.24,0.216,55.34784
59512047,,0,-69.28,0.469,-32.49232
59512098,,0,-21.28,0.363,-7.72464
59512112,,0,79.04,0.516,40.78464
59512155,,0,35.04,0.342,11.98368
59512173,,0,48.72,0.433,21.09576
59512187,35,1,229.76,0.358,82.25408
59512202,,0,-28.32,0.245,-6.9384
59512210,,0,-129.44,0.227,-29.38288
59512280,,0,-64.24,0.274,-17.60176
59512298,,0,-30.8,0.59,-18.172
59512340,,0,-69.92,0.643,-44.95856
59512385,,0,115.36,0.2,23.072
59512433,35,0,202.88,0.25,50.72
59512468,,0,-95.28,0.256,-24.39168
59512481,,0,93.68,0.418,39.15824
59512516,,0,25.68,0.256,6.57408
59512519,35,1,365.71,0.325,118.85575
59512552,35,1,327.3,0.108,35.3484
59512554,,0,-94.16,0.33,-31.0728
59512572,,0,74.56,0.368,27.43808
59512580,,0,-103.2,0.317,-32.7144
59512597,35,0,246.56,0.242,59.66752
59512627,,0,64.24,0.611,39.25064
59512661,,0,-122.08,0.351,-42.85008
59512694,35,1,120.16,0.488,58.63808
59512706,75,1,628.39,0.387,243.18693
59512782,35,1,193.76,0.261,50.57136
59512834,35,1,422.74,0.238,100.61212
59512903,35,1,300.74,0.236,70.97464
59512905,3,0,136,0.195,26.52
59512929,,0,101.28,0.168,17.01504
59512943,,0,29.68,0.227,6.73736
59512993,,0,75.28,0.271,20.40088
59513013,,0,99.84,0.33,32.9472
59513033,75,1,597.72,0.377,225.34044
59513084,,0,-127.2,0.317,-40.3224
59513090,75,1,389.04,0.627,243.92808
59513175,35,1,285.59,0.558,159.35922
59513193,3,0,175.6,0.212,37.2272
59513227,,0,37.04,0.357,13.22328
59513224,75,1,468.93,0.552,258.84936
59513246,35,1,390.25,0.232,90.538
59513305,,0,-2.8,0.403,-1.1284
59513352,,0,-52.64,0.165,-8.6856
59513398,,0,1.68,0.453,0.76104
59513460,,0,-87.92,0.229,-20.13368
59513522,35,1,177.44,0.332,58.91008
59513546,75,1,469.77,0.461,216.56397
59513579,,0,49.84,0.36,17.9424
59513582,,0,-10.8,0.242,-2.6136
59513587,35,0,354.19,0.225,79.69275
59513601,35,1,305.49,0.173,52.84977
59513651,75,1,626.78,0.31,194.3018
59513678,35,1,121.36,0.579,70.26744
59513708,,0,23.2,0.376,8.7232
59513728,,0,-93.2,0.213,-19.8516
59513737,,0,-86,0.424,-36.464
59513750,35,1,278.76,0.427,119.03052
59513785,,0,-108.32,0.324,-35.09568
59513861,75,1,468.1,0.372,174.1332
59513988,35,1,195.68,0.317,62.03056
59514017,,0,-47.28,0.712,-33.66336
59514016,35,0,135.28,0.464,62.76992
59514025,35,1,185.68,0.339,62.94552
59514087,,0,167.2,0.195,32.604
59514249,,0,76.88,0.352,27.06176
59514302,,0,222.64,0.271,60.33544
59514348,,0,-29.84,0.487,-14.53208
59514363,,0,-46.72,0.162,-7.56864
59514371,,0,6,0.285,1.71
59514376,,0,-120.24,0.468,-56.27232
59514379,,0,6.72,0.14,0.9408
59514398,,0,80.24,0.335,26.8804
59514401,,0,31.04,0.218,6.76672
59514418,,0,80.8,0.17,13.736
59514423,,0,-3.52,0.507,-1.78464
59514482,35,1,217.52,0.225,48.942
59514515,,0,-57.52,0.214,-12.30928
59514659,35,1,328.06,0.261,85.62366
59514664,35,1,248.48,0.213,52.92624
59514765,75,1,583.35,0.406,236.8401
59514791,75,1,754.11,0.449,338.59539
59514906,,0,-91.44,0.225,-20.574
59514941,,0,88.72,0.279,24.75288
59515055,,0,23.92,0.284,6.79328
59515054,35,1,151.52,0.47,71.2144
59515146,,0,-45.76,0.475,-21.736
59515160,75,1,560.49,0.449,251.66001
59515169,35,1,229.76,0.268,61.57568
59515216,,0,62.8,0.237,14.8836
59515237,35,1,244.4,0.231,56.4564
59515280,35,1,231.04,0.409,94.49536
59515321,,0,-13.52,0.416,-5.62432
59515323,,0,-53.2,0.494,-26.2808
59515355,,0,-5.12,0.539,-2.75968
59515366,35,1,230.08,0.356,81.90848
59515414,3,0,123.44,0.286,35.30384
59515438,,0,1.76,0.582,1.02432
59515444,,0,69.52,0.275,19.118
59515467,,0,96.88,0.3,29.064
59515473,35,1,252.56,0.491,124.00696
59515478,75,1,380.19,0.36,136.8684
59515496,,0,76.88,0.334,25.67792
59515499,,0,-24.56,0.176,-4.32256
59515511,,0,104.8,0.32,33.536
59515505,3,0,106.96,0.307,32.83672
59515546,,0,-54.48,0.64,-34.8672
59515617,3,0,122.96,0.324,39.83904
59515624,75,1,649.18,0.266,172.68188
59515667,,0,108,0.277,29.916
59515672,75,0,428.66,0.294,126.02604
59515731,35,1,235.84,0.468,110.37312
59515780,75,1,496.89,0.248,123.22872
59515793,,0,65.84,0.331,21.79304
59515846,,0,-101.28,0.269,-27.24432
59515849,35,1,303.31,0.529,160.45099
59515861,,0,-0.08,0.334,-0.02672
59515872,,0,-2.4,0.258,-0.6192
59515867,75,1,452.26,0.41,185.4266
59515882,,0,28.48,0.19,5.4112
59515885,35,1,321.58,0.23,73.9634
59515894,35,0,196.32,0.319,62.62608
59515901,3,1,142.4,0.333,47.4192
59515955,75,1,500.15,0.261,130.53915
59515971,,0,39.28,0.266,10.44848
59516053,,0,-87.6,0.522,-45.7272
59516107,,0,-39.44,0.167,-6.58648
59516125,,0,22.08,0.226,4.99008
59516157,,0,-70.8,0.31,-21.948
59516211,35,1,366.23,0.34,124.5182
59516253,35,0,303.08,0.344,104.25952
59516282,,0,122.88,0.223,27.40224
59516350,,0,95.04,0.515,48.9456
59516347,35,1,230.88,0.218,50.33184
59516358,,0,-52.88,0.2,-10.576
59516366,,0,-44.48,0.518,-23.04064
59516403,75,1,547.71,0.296,162.12216
59516482,,0,-5.92,0.368,-2.17856
59516533,75,1,752.49,0.156,117.38844
59516581,35,1,300.28,0.289,86.78092
59516621,,0,-51.92,0.52,-26.9984
59516634,,0,-103.52,0.24,-24.8448
59516651,75,1,635.21,0.379,240.74459
59516656,,0,-119.2,0.274,-32.6608
59516701,35,0,263.92,0.204,53.83968
59516711,3,0,150.56,0.31,46.6736
59516739,,0,-66.72,0.266,-17.74752
59516767,,0,46.96,0.214,10.04944
59516788,,0,-22.8,0.209,-4.7652
59516814,,0,82.16,0.277,22.75832
59516836,3,0,158.24,0.268,42.40832
59516860,,0,-129.76,0.252,-32.69952
59516949,,0,-52.72,0.281,-14.81432
59516994,75,1,442.48,0.257,113.71736
59517012,35,1,216.24,0.283,61.19592
59517057,,0,-19.84,0.358,-7.10272
59517058,,0,-54.8,0.403,-22.0844
59517061,,0,-94.8,0.394,-37.3512
59517062,,0,-63.44,0.33,-20.9352
59517096,35,1,373.12,0.293,109.32416
59517110,,0,55.92,0.264,14.76288
59517182,,0,31.36,0.28,8.7808
59517190,35,1,184.4,0.399,73.5756
59517243,,0,-88.96,0.492,-43.76832
59517260,,0,-55.6,0.249,-13.8444
59517278,35,0,368.41,0.291,107.20731
59517288,,0,81.28,0.45,36.576
59517290,35,1,451.4,0.232,104.7248
59517294,75,1,637.76,0.229,146.04704
59517316,,0,-34.64,0.277,-9.59528
59517312,,0,-31.84,0.229,-7.29136
59517332,35,1,305.26,0.42,128.2092
59517347,,0,8.96,0.372,3.33312
59517419,75,1,402.08,0.422,169.67776
59517432,35,1,243.84,0.387,94.36608
59517466,,0,-21.44,0.329,-7.05376
59517498,3,0,117.12,0.291,34.08192
59517508,,0,-82,0.295,-24.19
59517520,,0,113.84,0.243,27.66312
59517525,3,0,134.24,0.363,48.72912
59517535,,0,-17.52,0.402,-7.04304
59517589,75,1,797.87,0.286,228.19082
59517604,,0,-17.04,0.387,-6.59448
59517673,,0,51.68,0.454,23.46272
59517689,35,1,247.52,0.31,76.7312
59517705,,0,-0.88,0.45,-0.396
59517711,75,1,337.73,0.464,156.70672
59517729,,0,40.16,0.273,10.96368
59517735,35,0,393.01,0.193,75.85093
59517746,35,1,171.92,0.359,61.71928
59517780,,0,0.24,0.258,0.06192
59517816,35,1,304.56,0.342,104.15952
59517825,,0,-116,0.454,-52.664
59517844,,0,49.76,0.589,29.30864
59517853,,0,46.48,0.457,21.24136
59517868,,0,-37.04,0.469,-17.37176
59517873,35,1,172.08,0.333,57.30264
59517892,,0,99.6,0.229,22.8084
59517934,35,1,168.48,0.573,96.53904
59517967,,0,-58.4,0.361,-21.0824
59518048,,0,87.52,0.321,28.09392
59518050,35,1,315.53,0.263,82.98439
59518118,3,0,174.08,0.155,26.9824
59518209,,0,43.68,0.432,18.86976
59518216,,0,123.6,0.189,23.3604
59518302,,0,-35.12,0.463,-16.26056
59518358,,0,65.92,0.189,12.45888
59518383,,0,-41.36,0.565,-23.3684
59518430,,0,-5.84,0.26,-1.5184
59518422,75,1,656.58,0.307,201.57006
59518435,,0,190,0.374,71.06
59518436,,0,43.44,0.188,8.16672
59518443,,0,-86.8,0.745,-64.666
59518476,35,0,211.52,0.229,48.43808
59518486,75,1,654.43,0.356,232.97708
59518503,75,1,348.11,0.431,150.03541
59518526,,0,67.2,0.436,29.2992
59518579,,0,-115.44,0.177,-20.43288
59518628,,0,-71.76,0.4,-28.704
59518666,,0,28.72,0.246,7.06512
59518655,35,0,348.11,0.203,70.66633
59518667,,0,17.44,0.399,6.95856
59518697,,0,-18.08,0.626,-11.31808
59518703,,0,-37.04,0.311,-11.51944
59518736,,0,75.76,0.285,21.5916
59518746,35,1,179.44,0.348,62.44512
59518850,35,1,196.32,0.385,75.5832
59518858,35,1,308.67,0.293,90.44031
59518884,,0,-54.72,0.302,-16.52544
59518891,,0,75.28,0.51,38.3928
59518901,35,1,340.43,0.191,65.02213
59518939,75,1,398.37,0.343,136.64091
59518970,75,1,569.46,0.281,160.01826
59519008,,0,-73.12,0.441,-32.24592
59519034,,0,-127.68,0.162,-20.68416
59519081,,0,18.56,0.402,7.46112
59519089,,0,23.52,0.246,5.78592
59519134,,0,-97.36,0.319,-31.05784
59519135,,0,52.64,0.354,18.63456
59519153,,0,12.4,0.255,3.162
59519191,,0,13.12,0.355,4.6576
59519201,,0,-101.44,0.258,-26.17152
59519278,,0,9.68,0.285,2.7588
59519286,,0,59.28,0.273,16.18344
59519314,,0,-46.24,0.266,-12.29984
59519359,,0,-91.6,0.217,-19.8772
59519368,,0,-97.68,0.209,-20.41512
59519433,,0,83.36,0.339,28.25904
59519450,75,1,516.88,0.208,107.51104
59519484,35,1,290.48,0.488,141.75424
59519517,3,0,206.24,0.203,41.86672
59519530,35,0,401.87,0.161,64.70107
59519571,,0,122.72,0.219,26.87568
59519598,,0,-117.28,0.387,-45.38736
59519609,,0,62.56,0.383,23.96048
59519624,,0,-26.08,0.309,-8.05872
59519618,35,1,212.32,0.299,63.48368
59519631,75,1,316.76,0.517,163.76492
59519648,,0,17.52,0.485,8.4972
59519651,,0,-116.56,0.364,-42.42784
59519672,3,0,110.88,0.38,42.1344
59519707,3,0,112.64,0.305,34.3552
59519745,,0,221.76,0.419,92.91744
59519774,,0,-44.16,0.285,-12.5856
59519781,3,0,106.48,0.497,52.92056
59519800,,0,-14.48,0.258,-3.73584
59519810,75,0,382.19,0.422,161.28418
59519830,35,0,362.65,0.303,109.88295
59519853,,0,-109.36,0.395,-43.1972
59519852,35,1,372.98,0.334,124.57532
59519896,,0,-88.16,0.355,-31.2968
59519913,,0,-97.12,0.225,-21.852
59519950,,0,-112.4,0.028,-3.1472
59519948,,0,56.88,0.363,20.64744
59519968,,0,-86.08,0.437,-37.61696
59520029,75,1,315.07,0.647,203.85029
59520057,35,0,244.4,0.452,110.4688
59520083,,0,-125.2,0.461,-57.7172
59520078,35,1,238.32,0.194,46.23408
59520094,,0,-21.28,0.526,-11.19328
59520159,75,1,752.18,0.418,314.41124
59520189,,0,-44.16,0.24,-10.5984
59520268,75,1,780.24,0.147,114.69528
59520312,,0,-119.52,0.233,-27.84816
59520314,35,1,277.49,0.544,150.95456
59520326,,0,-118.8,0.331,-39.3228
59520345,,0,102.08,0.166,16.94528
59520374,,0,68.24,0.287,19.58488
59520413,75,1,495.05,0.455,225.24775
59520478,,0,-70.08,0.234,-16.39872
59520504,,0,-109.36,0.243,-26.57448
59520508,,0,-51.44,0.289,-14.86616
59520549,,0,-52.96,0.172,-9.10912
59520586,,0,102.88,0.237,24.38256
59520612,,0,71.92,0.399,28.69608
59520642,,0,21.36,0.336,7.17696
59520652,,0,-44.08,0.263,-11.59304
59520661,35,1,350.49,0.352,123.37248
59520664,,0,56.72,0.365,20.7028
59520716,,0,7.04,0.317,2.23168
59520750,35,1,478.55,0.434,207.6907
59520797,,0,71.68,0.481,34.47808
59520834,,0,-85.52,0.525,-44.898
59520835,35,1,382.69,0.165,63.14385
59520877,3,1,135.36,0.346,46.83456
59520921,,0,-54.32,0.501,-27.21432
59520966,,0,41.92,0.399,16.72608
59521107,,0,51.84,0.358,18.55872
59521134,,0,-117.92,0.299,-35.25808
59521130,,0,-1.44,0.185,-0.2664
59521138,,0,45.92,0.239,10.97488
59521187,,0,-62.88,0.295,-18.5496
59521267,35,1,160.4,0.467,74.9068
59521281,35,1,234.56,0.281,65.91136
59521348,,0,-101.36,0.241,-24.42776
59521359,,0,-28.56,0.362,-10.33872
59521433,,0,36.4,0.349,12.7036
59521454,,0,95.44,0.229,21.85576
59521537,,0,-124.16,0.387,-48.04992
59521553,,0,89.84,0.256,22.99904
59521612,,0,-45.36,0.26,-11.7936
59521662,,0,-17.04,0.259,-4.41336
59521666,,0,-116.24,0.181,-21.03944
59521672,,0,-121.12,0.289,-35.00368
59521674,,0,93.52,0.198,18.51696
59521725,,0,-126.88,0.428,-54.30464
59521746,,0,40.24,0.271,10.90504
59521744,35,1,158.16,0.36,56.9376
59521799,,0,-116.88,0.605,-70.7124
59521807,,0,-96.16,0.206,-19.80896
59521805,,0,90.96,0.388,35.29248
59521872,,0,-13.52,0.473,-6.39496
59521992,,0,101.84,0.389,39.61576
59522001,75,1,568.64,0.191,108.61024
59522072,,0,40.4,0.335,13.534
59522189,35,0,422.33,0.164,69.26212
59522204,,0,-101.52,0.277,-28.12104
59522196,35,1,553.21,0.114,63.06594
59522226,,0,-41.68,0.36,-15.0048
59522356,,0,-89.04,0.294,-26.17776
59522406,,0,52.32,0.26,13.6032
59522486,,0,45.12,0.434,19.58208
59522485,35,0,299.34,0.254,76.03236
59522511,,0,55.6,0.466,25.9096
59522529,,0,-37.76,0.38,-14.3488
59522584,,0,21.12,0.418,8.82816
59522657,,0,75.28,0.331,24.91768
59522672,,0,-120.56,0.318,-38.33808
59522855,,0,238.32,0.397,94.61304
59522856,35,1,232.64,0.382,88.86848
59522898,,0,111.2,0.173,19.2376
59522935,35,1,298.17,0.147,43.83099
59522986,,0,120.32,0.181,21.77792
59522984,50,1,600.32,0.127,76.24064
59522992,75,1,593.41,0.305,180.99005
59523009,,0,-126.96,0.286,-36.31056
59523020,,0,62.96,0.334,21.02864
59523022,,0,81.52,0.338,27.55376
59523032,35,1,316.68,0.332,105.13776
59523082,,0,-92.8,0.204,-18.9312
59523101,,0,72.64,0.209,15.18176
59523093,75,1,404.11,0.317,128.10287
59523116,75,1,431.49,0.332,143.25468
59523119,35,1,272.21,0.439,119.50019
59523144,,0,-74.16,0.238,-17.65008
59523133,3,1,119.12,0.376,44.78912
59523150,,0,26.24,0.586,15.37664
59523197,35,1,169.76,0.64,108.6464
59523235,,0,12.56,0.225,2.826
59523239,75,1,708.65,0.354,250.8621
59523273,35,1,313.99,0.273,85.71927
59523301,,0,-45.92,0.339,-15.56688
59523329,,0,-45.76,0.259,-11.85184
59523334,3,0,167.36,0.233,38.99488
59523348,,0,1.76,0.179,0.31504
59523382,35,1,360.96,0.303,109.37088
59523398,,0,75.12,0.649,48.75288
59523403,35,0,290.64,0.342,99.39888
59523421,,0,60,0.515,30.9
59523431,75,1,444.6,0.447,198.7362
59523500,,0,-16.4,0.192,-3.1488
59523591,35,0,117.36,0.451,52.92936
59523602,3,0,197.76,0.218,43.11168
59523620,,0,-20.64,0.427,-8.81328
59523681,,0,-82.16,0.144,-11.83104
59523754,,0,41.6,0.264,10.9824
59523773,,0,6.96,0.355,2.4708
59523811,,0,0.8,0.333,0.2664
59523865,75,1,610.05,0.603,367.86015
59523894,,0,-104.48,0.292,-30.50816
59523915,,0,-37.84,0.661,-25.01224
59523958,35,1,456.51,0.126,57.52026
59524004,,0,-90.4,0.405,-36.612
59524015,3,0,138.56,0.203,28.12768
59524037,,0,-92.72,0.58,-53.7776
59524056,,0,-46.16,0.566,-26.12656
59524079,,0,-16.24,0.31,-5.0344
59524092,,0,-47.6,0.35,-16.66
59524108,,0,0.64,0.261,0.16704
59524142,50,1,460.81,0.222,102.29982
59524174,75,1,436.87,0.39,170.3793
59524234,,0,-44.88,0.39,-17.5032
59524247,35,0,181.84,0.335,60.9164
59524255,,0,-41.2,0.528,-21.7536
59524269,,0,-102.16,0.482,-49.24112
59524301,35,1,258.88,0.443,114.68384
59524309,35,0,240.32,0.281,67.52992
59524360,75,1,592.12,0.232,137.37184
59524380,,0,76.08,0.334,25.41072
59524404,35,1,335.92,0.403,135.37576
59524414,,0,46.4,0.524,24.3136
59524419,,0,-103.12,0.291,-30.00792
59524430,,0,-48.8,0.423,-20.6424
59524451,3,0,304.87,0.22,67.0714
59524476,,0,27.28,0.186,5.07408
59524515,,0,-70.88,0.158,-11.19904
59524550,,0,-58.4,0.23,-13.432
59524560,75,1,738.76,0.4,295.504
59524608,,0,9.68,0.401,3.88168
59524604,3,1,115.52,0.428,49.44256
59524639,,0,-115.68,0.41,-47.4288
59524664,,0,-50.08,0.339,-16.97712
59524683,,0,90.24,0.332,29.95968
59524707,,0,151.84,0.274,41.60416
59524712,35,1,270.53,0.374,101.17822
59524741,75,1,787.05,0.16,125.928
59524781,,0,-16.08,0.27,-4.3416
59524785,,0,-66.24,0.279,-18.48096
59524799,,0,-34.72,0.654,-22.70688
59524815,,0,76.4,0.195,14.898
59524820,,0,-108,0.268,-28.944
59524822,35,1,171.12,0.367,62.80104
59524843,3,0,127.92,0.296,37.86432
59524925,,0,-120,0.406,-48.72
59524951,,0,4.88,0.607,2.96216
59524973,,0,-62.16,0.324,-20.13984
59525050,35,0,244.56,0.191,46.71096
59525054,35,1,268.04,0.275,73.711
59525118,,0,47.6,0.151,7.1876
59525133,,0,-108.96,0.321,-34.97616
59525159,,0,-108.16,0.521,-56.35136
59525163,,0,58.16,0.435,25.2996
59525169,,0,-46.4,0.45,-20.88
59525211,,0,-47.12,0.464,-21.86368
59525276,,0,-130.88,0.523,-68.45024
59525291,,0,271.01,0.185,50.13685
59525399,35,0,374.57,0.319,119.48783
59525431,35,1,329.35,0.354,116.5899
59525447,35,1,239.44,0.253,60.57832
59525506,,0,-7.04,0.297,-2.09088
59525517,,0,-58.88,0.328,-19.31264
59525558,,0,-81.52,0.32,-26.0864
59525620,35,1,121.28,0.563,68.28064
59525631,,0,-58.48,0.555,-32.4564
59525630,,0,-26.08,0.307,-8.00656
59525633,,0,-129.6,0.2,-25.92
59525672,35,1,196.24,0.309,60.63816
59525681,3,1,198.32,0.144,28.55808
59525690,3,0,244.64,0.151,36.94064
59525702,,0,-24.24,0.24,-5.8176
59525735,,0,-16.8,0.383,-6.4344
59525907,,0,-63.68,0.349,-22.22432
59525927,35,1,156.32,0.457,71.43824
59525961,,0,-109.2,0.501,-54.7092
59526040,,0,-32.72,0.297,-9.71784
59526038,75,1,501.07,0.233,116.74931
59526037,,0,-45.76,0.596,-27.27296
59526043,35,1,232.48,0.369,85.78512
59526077,,0,217.36,0.448,97.37728
59526132,,0,-73.52,0.25,-18.38
59526148,,0,-91.2,0.298,-27.1776
59526177,,0,-63.76,0.315,-20.0844
59526210,75,1,565.32,0.315,178.0758
59526227,,0,16.4,0.411,6.7404
59526313,50,1,530.9,0.152,80.6968
59526403,,0,-85.76,0.5,-42.88
59526425,50,1,471.81,0.226,106.62906
59526541,,0,88.96,0.225,20.016
59526571,,0,82.08,0.236,19.37088
59526581,,0,-59.84,0.205,-12.2672
59526600,75,1,632.83,0.108,68.34564
59526622,,0,-102.64,0.297,-30.48408
59526624,,0,-52.56,0.48,-25.2288
59526639,,0,-46.32,0.423,-19.59336
59526663,,0,68.4,0.334,22.8456
59526670,,0,165.44,0.131,21.67264
59526674,,0,-55.68,0.387,-21.54816
59526705,,0,150.96,0.146,22.04016
59526722,,0,-10.56,0.339,-3.57984
59526725,3,0,124.56,0.24,29.8944
59526759,50,1,420.97,0.269,113.24093
59526781,,0,-46.08,0.339,-15.62112
59526797,35,1,378.97,0.2,75.794
59526814,35,1,203.12,0.339,68.85768
59526894,,0,56.88,0.615,34.9812
59526895,35,0,308.82,0.268,82.76376
59527025,,0,-69.68,0.423,-29.47464
59527018,35,1,365.2,0.235,85.822
59527068,75,1,501.62,0.427,214.19174
59527123,3,0,197.52,0.222,43.84944
59527136,3,0,109.52,0.359,39.31768
59527141,,0,19.84,0.366,7.26144
59527146,35,1,186.24,0.327,60.90048
59527161,3,0,264.24,0.503,132.91272
59527204,,0,-71.2,0.312,-22.2144
59527230,,0,-102.64,0.306,-31.40784
59527272,35,1,388.47,0.286,111.10242
59527292,35,1,373.2,0.289,107.8548
59527301,,0,74.4,0.3,22.32
59527307,,0,88.88,0.248,22.04224
59527390,,0,-92.88,0.439,-40.77432
59527383,3,0,149.84,0.169,25.32296
59527466,,0,-91.84,0.677,-62.17568
59527509,,0,-58.4,0.537,-31.3608
59527557,,0,26.72,0.473,12.63856
59527580,,0,-67.44,0.718,-48.42192
59527591,75,1,677.67,0.232,157.21944
59527602,,0,116.8,0.303,35.3904
59527613,,0,-6.4,0.351,-2.2464
59527604,35,0,352.64,0.203,71.58592
59527610,35,1,252.32,0.547,138.01904
59527617,35,0,248.4,0.282,70.0488
59527667,,0,-67.52,0.37,-24.9824
59527664,35,1,237.12,0.356,84.41472
59527689,75,1,454.68,0.302,137.31336
59527700,35,1,413.89,0.16,66.2224
59527737,,0,-87.12,0.457,-39.81384
59527740,,0,-14.72,0.267,-3.93024
59527799,,0,50.4,0.209,10.5336
59527920,35,1,211.92,0.486,102.99312
59527985,,0,-123.2,0.327,-40.2864
59528054,,0,97.76,0.334,32.65184
59528056,3,1,131.92,0.272,35.88224
59528107,75,1,599.5,0.329,197.2355
59528118,75,1,581.24,0.294,170.88456
59528174,35,0,117.44,0.485,56.9584
59528187,3,0,123.36,0.322,39.72192
59528202,,0,72.88,0.237,17.27256
59528209,,0,-86.08,0.369,-31.76352
59528291,35,1,359.2,0.339,121.7688
59528329,,0,-114.4,0.384,-43.9296
59528352,,0,-59.44,0.471,-27.99624
59528347,3,1,160.56,0.202,32.43312
59528364,,0,-11.76,0.339,-3.98664
59528365,,0,2.4,0.246,0.5904
59528441,35,1,334.86,0.268,89.74248
59528442,35,1,298.4,0.33,98.472
59528460,,0,-35.68,0.404,-14.41472
59528501,,0,-55.36,0.361,-19.98496
59528545,35,0,273.25,0.236,64.487
59528578,,0,-18.16,0.853,-15.49048
59528620,35,1,286.61,0.529,151.61669
59528781,,0,-65.68,0.393,-25.81224
59528804,,0,-28.72,0.242,-6.95024
59528806,75,1,320.67,0.573,183.74391
59528848,35,0,267.44,0.331,88.52264
59528885,3,0,163.36,0.2,32.672
59528939,,0,-5.36,0.321,-1.72056
59528934,3,0,116.72,0.265,30.9308
59528951,,0,-92.48,0.263,-24.32224
59528952,3,0,128.8,0.279,35.9352
59528975,,0,-66.4,0.339,-22.5096
59528982,,0,122.4,0.227,27.7848
59529017,,0,2.72,0.34,0.9248
59529040,,0,17.84,0.323,5.76232
59529068,,0,-52,0.441,-22.932
59529216,75,1,674.3,0.324,218.4732
59529235,,0,-101.12,0.216,-21.84192
59529260,35,0,302.46,0.245,74.1027
59529259,35,1,129.76,0.458,59.43008
59529275,75,1,676.85,0.461,312.02785
59529295,75,1,391.03,0.605,236.57315
59529327,35,0,231.28,0.404,93.43712
59529348,3,0,223.84,0.149,33.35216
59529382,,0,-62.72,0.467,-29.29024
59529414,3,0,162.16,0.286,46.37776
